event;start_time;completion_time;arrival<incoming>;arrival<outgoing>;q1<incoming>;q1<outgoing>;r1<incoming>;r1<outgoing>;r2<incoming>;r2<outgoing>
pre_processing;7529.31;7534.31;{'job': 786};{'job': 787};;{'job': 786};{'machine_id': 1};{'machine_id': 1};;
pre_processing;7534.31;7539.31;{'job': 787};{'job': 788};;{'job': 787};{'machine_id': 1};{'machine_id': 1};;
processing;7536.38;7538.79;;;{'job': 784};;;;{'machine_id': 2};{'machine_id': 2}
processing;7538.79;7618.78;;;{'job': 785};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;7539.31;7544.31;{'job': 788};{'job': 789};;{'job': 788};{'machine_id': 1};{'machine_id': 1};;
pre_processing;7544.31;7549.31;{'job': 789};{'job': 790};;{'job': 789};{'machine_id': 1};{'machine_id': 1};;
pre_processing;7549.31;7554.31;{'job': 790};{'job': 791};;{'job': 790};{'machine_id': 1};{'machine_id': 1};;
processing;7618.78;7626.63;;;{'job': 786};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;7618.78;7623.78;{'job': 791};{'job': 792};;{'job': 791};{'machine_id': 1};{'machine_id': 1};;
processing;7626.63;7642.5;;;{'job': 787};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;7626.63;7631.63;{'job': 792};{'job': 793};;{'job': 792};{'machine_id': 1};{'machine_id': 1};;
processing;7642.5;7655.02;;;{'job': 788};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;7642.5;7647.5;{'job': 793};{'job': 794};;{'job': 793};{'machine_id': 1};{'machine_id': 1};;
processing;7655.02;7672.08;;;{'job': 789};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;7655.02;7660.02;{'job': 794};{'job': 795};;{'job': 794};{'machine_id': 1};{'machine_id': 1};;
processing;7672.08;7673.44;;;{'job': 790};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;7672.08;7677.08;{'job': 795};{'job': 796};;{'job': 795};{'machine_id': 1};{'machine_id': 1};;
processing;7673.44;7681.74;;;{'job': 791};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;7677.08;7682.08;{'job': 796};{'job': 797};;{'job': 796};{'machine_id': 1};{'machine_id': 1};;
processing;7681.74;7685.48;;;{'job': 792};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;7682.08;7687.08;{'job': 797};{'job': 798};;{'job': 797};{'machine_id': 1};{'machine_id': 1};;
processing;7685.48;7688.07;;;{'job': 793};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;7687.08;7692.08;{'job': 798};{'job': 799};;{'job': 798};{'machine_id': 1};{'machine_id': 1};;
processing;7688.07;7689.94;;;{'job': 794};;;;{'machine_id': 2};{'machine_id': 2}
processing;7689.94;7702.73;;;{'job': 795};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;7692.08;7697.08;{'job': 799};{'job': 800};;{'job': 799};{'machine_id': 1};{'machine_id': 1};;
pre_processing;7697.08;7702.08;{'job': 800};{'job': 801};;{'job': 800};{'machine_id': 1};{'machine_id': 1};;
processing;7702.73;7704.92;;;{'job': 796};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;7702.73;7707.73;{'job': 801};{'job': 802};;{'job': 801};{'machine_id': 1};{'machine_id': 1};;
processing;7704.92;7705.66;;;{'job': 797};;;;{'machine_id': 2};{'machine_id': 2}
processing;7705.66;7715.84;;;{'job': 798};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;7707.73;7712.73;{'job': 802};{'job': 803};;{'job': 802};{'machine_id': 1};{'machine_id': 1};;
pre_processing;7712.73;7717.73;{'job': 803};{'job': 804};;{'job': 803};{'machine_id': 1};{'machine_id': 1};;
processing;7715.84;7720.08;;;{'job': 799};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;7717.73;7722.73;{'job': 804};{'job': 805};;{'job': 804};{'machine_id': 1};{'machine_id': 1};;
processing;7720.08;7725.98;;;{'job': 800};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;7722.73;7727.73;{'job': 805};{'job': 806};;{'job': 805};{'machine_id': 1};{'machine_id': 1};;
processing;7725.98;7739.12;;;{'job': 801};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;7727.73;7732.73;{'job': 806};{'job': 807};;{'job': 806};{'machine_id': 1};{'machine_id': 1};;
processing;7739.12;7741.48;;;{'job': 802};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;7739.12;7744.12;{'job': 807};{'job': 808};;{'job': 807};{'machine_id': 1};{'machine_id': 1};;
processing;7741.48;7754.92;;;{'job': 803};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;7744.12;7749.12;{'job': 808};{'job': 809};;{'job': 808};{'machine_id': 1};{'machine_id': 1};;
processing;7754.92;7758.43;;;{'job': 804};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;7754.92;7759.92;{'job': 809};{'job': 810};;{'job': 809};{'machine_id': 1};{'machine_id': 1};;
processing;7758.43;7759.27;;;{'job': 805};;;;{'machine_id': 2};{'machine_id': 2}
processing;7759.27;7762.59;;;{'job': 806};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;7759.92;7764.92;{'job': 810};{'job': 811};;{'job': 810};{'machine_id': 1};{'machine_id': 1};;
processing;7762.59;7767.27;;;{'job': 807};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;7764.92;7769.92;{'job': 811};{'job': 812};;{'job': 811};{'machine_id': 1};{'machine_id': 1};;
processing;7767.27;7767.76;;;{'job': 808};;;;{'machine_id': 2};{'machine_id': 2}
processing;7767.76;7770.03;;;{'job': 809};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;7769.92;7774.92;{'job': 812};{'job': 813};;{'job': 812};{'machine_id': 1};{'machine_id': 1};;
processing;7770.03;7787.51;;;{'job': 810};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;7774.92;7779.92;{'job': 813};{'job': 814};;{'job': 813};{'machine_id': 1};{'machine_id': 1};;
pre_processing;7779.92;7784.92;{'job': 814};{'job': 815};;{'job': 814};{'machine_id': 1};{'machine_id': 1};;
pre_processing;7784.92;7789.92;{'job': 815};{'job': 816};;{'job': 815};{'machine_id': 1};{'machine_id': 1};;
processing;7787.51;7803.54;;;{'job': 811};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;7789.92;7794.92;{'job': 816};{'job': 817};;{'job': 816};{'machine_id': 1};{'machine_id': 1};;
processing;7803.54;7825.7;;;{'job': 812};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;7803.54;7808.54;{'job': 817};{'job': 818};;{'job': 817};{'machine_id': 1};{'machine_id': 1};;
processing;7825.7;7854.7;;;{'job': 813};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;7825.7;7830.7;{'job': 818};{'job': 819};;{'job': 818};{'machine_id': 1};{'machine_id': 1};;
processing;7854.7;7858.1;;;{'job': 814};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;7854.7;7859.7;{'job': 819};{'job': 820};;{'job': 819};{'machine_id': 1};{'machine_id': 1};;
processing;7858.1;7876.28;;;{'job': 815};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;7859.7;7864.7;{'job': 820};{'job': 821};;{'job': 820};{'machine_id': 1};{'machine_id': 1};;
processing;7876.28;7897.34;;;{'job': 816};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;7876.28;7881.28;{'job': 821};{'job': 822};;{'job': 821};{'machine_id': 1};{'machine_id': 1};;
processing;7897.34;7898.15;;;{'job': 817};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;7897.34;7902.34;{'job': 822};{'job': 823};;{'job': 822};{'machine_id': 1};{'machine_id': 1};;
processing;7898.15;7901.49;;;{'job': 818};;;;{'machine_id': 2};{'machine_id': 2}
processing;7901.49;7904.06;;;{'job': 819};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;7902.34;7907.34;{'job': 823};{'job': 824};;{'job': 823};{'machine_id': 1};{'machine_id': 1};;
processing;7904.06;7924.94;;;{'job': 820};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;7907.34;7912.34;{'job': 824};{'job': 825};;{'job': 824};{'machine_id': 1};{'machine_id': 1};;
pre_processing;7912.34;7917.34;{'job': 825};{'job': 826};;{'job': 825};{'machine_id': 1};{'machine_id': 1};;
processing;7924.94;7928.36;;;{'job': 821};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;7924.94;7929.94;{'job': 826};{'job': 827};;{'job': 826};{'machine_id': 1};{'machine_id': 1};;
processing;7928.36;7929.1;;;{'job': 822};;;;{'machine_id': 2};{'machine_id': 2}
processing;7929.1;7939.52;;;{'job': 823};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;7929.94;7934.94;{'job': 827};{'job': 828};;{'job': 827};{'machine_id': 1};{'machine_id': 1};;
pre_processing;7934.94;7939.94;{'job': 828};{'job': 829};;{'job': 828};{'machine_id': 1};{'machine_id': 1};;
processing;7939.52;7950.46;;;{'job': 824};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;7939.94;7944.94;{'job': 829};{'job': 830};;{'job': 829};{'machine_id': 1};{'machine_id': 1};;
processing;7950.46;7958.9;;;{'job': 825};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;7950.46;7955.46;{'job': 830};{'job': 831};;{'job': 830};{'machine_id': 1};{'machine_id': 1};;
processing;7958.9;7960.02;;;{'job': 826};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;7958.9;7963.9;{'job': 831};{'job': 832};;{'job': 831};{'machine_id': 1};{'machine_id': 1};;
processing;7960.02;7966.7;;;{'job': 827};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;7963.9;7968.9;{'job': 832};{'job': 833};;{'job': 832};{'machine_id': 1};{'machine_id': 1};;
processing;7966.7;7971.78;;;{'job': 828};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;7968.9;7973.9;{'job': 833};{'job': 834};;{'job': 833};{'machine_id': 1};{'machine_id': 1};;
processing;7971.78;7977.49;;;{'job': 829};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;7973.9;7978.9;{'job': 834};{'job': 835};;{'job': 834};{'machine_id': 1};{'machine_id': 1};;
processing;7977.49;8005.9;;;{'job': 830};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;7978.9;7983.9;{'job': 835};{'job': 836};;{'job': 835};{'machine_id': 1};{'machine_id': 1};;
processing;8005.9;8014.01;;;{'job': 831};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;8005.9;8010.9;{'job': 836};{'job': 837};;{'job': 836};{'machine_id': 1};{'machine_id': 1};;
processing;8014.01;8021.69;;;{'job': 832};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;8014.01;8019.01;{'job': 837};{'job': 838};;{'job': 837};{'machine_id': 1};{'machine_id': 1};;
processing;8021.69;8052.94;;;{'job': 833};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;8021.69;8026.69;{'job': 838};{'job': 839};;{'job': 838};{'machine_id': 1};{'machine_id': 1};;
processing;8052.94;8054.81;;;{'job': 834};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;8052.94;8057.94;{'job': 839};{'job': 840};;{'job': 839};{'machine_id': 1};{'machine_id': 1};;
processing;8054.81;8060.84;;;{'job': 835};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;8057.94;8062.94;{'job': 840};{'job': 841};;{'job': 840};{'machine_id': 1};{'machine_id': 1};;
processing;8060.84;8071.38;;;{'job': 836};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;8062.94;8067.94;{'job': 841};{'job': 842};;{'job': 841};{'machine_id': 1};{'machine_id': 1};;
processing;8071.38;8071.61;;;{'job': 837};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;8071.38;8076.38;{'job': 842};{'job': 843};;{'job': 842};{'machine_id': 1};{'machine_id': 1};;
processing;8071.61;8081.7;;;{'job': 838};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;8076.38;8081.38;{'job': 843};{'job': 844};;{'job': 843};{'machine_id': 1};{'machine_id': 1};;
processing;8081.7;8083.42;;;{'job': 839};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;8081.7;8086.7;{'job': 844};{'job': 845};;{'job': 844};{'machine_id': 1};{'machine_id': 1};;
processing;8083.42;8098.01;;;{'job': 840};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;8086.7;8091.7;{'job': 845};{'job': 846};;{'job': 845};{'machine_id': 1};{'machine_id': 1};;
processing;8098.01;8112.3;;;{'job': 841};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;8098.01;8103.01;{'job': 846};{'job': 847};;{'job': 846};{'machine_id': 1};{'machine_id': 1};;
processing;8112.3;8116.61;;;{'job': 842};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;8112.3;8117.3;{'job': 847};{'job': 848};;{'job': 847};{'machine_id': 1};{'machine_id': 1};;
processing;8116.61;8119.2;;;{'job': 843};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;8117.3;8122.3;{'job': 848};{'job': 849};;{'job': 848};{'machine_id': 1};{'machine_id': 1};;
processing;8119.2;8119.81;;;{'job': 844};;;;{'machine_id': 2};{'machine_id': 2}
processing;8119.81;8125.17;;;{'job': 845};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;8122.3;8127.3;{'job': 849};{'job': 850};;{'job': 849};{'machine_id': 1};{'machine_id': 1};;
processing;8125.17;8128.87;;;{'job': 846};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;8127.3;8132.3;{'job': 850};{'job': 851};;{'job': 850};{'machine_id': 1};{'machine_id': 1};;
processing;8128.87;8144.56;;;{'job': 847};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;8132.3;8137.3;{'job': 851};{'job': 852};;{'job': 851};{'machine_id': 1};{'machine_id': 1};;
pre_processing;8137.3;8142.3;{'job': 852};{'job': 853};;{'job': 852};{'machine_id': 1};{'machine_id': 1};;
processing;8144.56;8151.64;;;{'job': 848};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;8144.56;8149.56;{'job': 853};{'job': 854};;{'job': 853};{'machine_id': 1};{'machine_id': 1};;
processing;8151.64;8157.38;;;{'job': 849};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;8151.64;8156.64;{'job': 854};{'job': 855};;{'job': 854};{'machine_id': 1};{'machine_id': 1};;
processing;8157.38;8157.75;;;{'job': 850};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;8157.38;8162.38;{'job': 855};{'job': 856};;{'job': 855};{'machine_id': 1};{'machine_id': 1};;
processing;8157.75;8160.9;;;{'job': 851};;;;{'machine_id': 2};{'machine_id': 2}
processing;8160.9;8187.96;;;{'job': 852};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;8162.38;8167.38;{'job': 856};{'job': 857};;{'job': 856};{'machine_id': 1};{'machine_id': 1};;
pre_processing;8167.38;8172.38;{'job': 857};{'job': 858};;{'job': 857};{'machine_id': 1};{'machine_id': 1};;
processing;8187.96;8192.95;;;{'job': 853};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;8187.96;8192.96;{'job': 858};{'job': 859};;{'job': 858};{'machine_id': 1};{'machine_id': 1};;
processing;8192.95;8194.21;;;{'job': 854};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;8192.96;8197.96;{'job': 859};{'job': 860};;{'job': 859};{'machine_id': 1};{'machine_id': 1};;
processing;8194.21;8200.8;;;{'job': 855};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;8197.96;8202.96;{'job': 860};{'job': 861};;{'job': 860};{'machine_id': 1};{'machine_id': 1};;
processing;8200.8;8208.19;;;{'job': 856};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;8202.96;8207.96;{'job': 861};{'job': 862};;{'job': 861};{'machine_id': 1};{'machine_id': 1};;
processing;8208.19;8211.68;;;{'job': 857};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;8208.19;8213.19;{'job': 862};{'job': 863};;{'job': 862};{'machine_id': 1};{'machine_id': 1};;
processing;8211.68;8220.01;;;{'job': 858};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;8213.19;8218.19;{'job': 863};{'job': 864};;{'job': 863};{'machine_id': 1};{'machine_id': 1};;
processing;8220.01;8237.4;;;{'job': 859};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;8220.01;8225.01;{'job': 864};{'job': 865};;{'job': 864};{'machine_id': 1};{'machine_id': 1};;
processing;8237.4;8260.86;;;{'job': 860};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;8237.4;8242.4;{'job': 865};{'job': 866};;{'job': 865};{'machine_id': 1};{'machine_id': 1};;
processing;8260.86;8276.69;;;{'job': 861};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;8260.86;8265.86;{'job': 866};{'job': 867};;{'job': 866};{'machine_id': 1};{'machine_id': 1};;
processing;8276.69;8277.18;;;{'job': 862};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;8276.69;8281.69;{'job': 867};{'job': 868};;{'job': 867};{'machine_id': 1};{'machine_id': 1};;
processing;8277.18;8277.39;;;{'job': 863};;;;{'machine_id': 2};{'machine_id': 2}
processing;8277.39;8287.68;;;{'job': 864};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;8281.69;8286.69;{'job': 868};{'job': 869};;{'job': 868};{'machine_id': 1};{'machine_id': 1};;
pre_processing;8286.69;8291.69;{'job': 869};{'job': 870};;{'job': 869};{'machine_id': 1};{'machine_id': 1};;
processing;8287.68;8289.81;;;{'job': 865};;;;{'machine_id': 2};{'machine_id': 2}
processing;8289.81;8318.53;;;{'job': 866};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;8291.69;8296.69;{'job': 870};{'job': 871};;{'job': 870};{'machine_id': 1};{'machine_id': 1};;
pre_processing;8296.69;8301.69;{'job': 871};{'job': 872};;{'job': 871};{'machine_id': 1};{'machine_id': 1};;
processing;8318.53;8325.75;;;{'job': 867};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;8318.53;8323.53;{'job': 872};{'job': 873};;{'job': 872};{'machine_id': 1};{'machine_id': 1};;
processing;8325.75;8331.42;;;{'job': 868};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;8325.75;8330.75;{'job': 873};{'job': 874};;{'job': 873};{'machine_id': 1};{'machine_id': 1};;
processing;8331.42;8341.13;;;{'job': 869};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;8331.42;8336.42;{'job': 874};{'job': 875};;{'job': 874};{'machine_id': 1};{'machine_id': 1};;
processing;8341.13;8346.98;;;{'job': 870};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;8341.13;8346.13;{'job': 875};{'job': 876};;{'job': 875};{'machine_id': 1};{'machine_id': 1};;
processing;8346.98;8347.45;;;{'job': 871};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;8346.98;8351.98;{'job': 876};{'job': 877};;{'job': 876};{'machine_id': 1};{'machine_id': 1};;
processing;8347.45;8348.39;;;{'job': 872};;;;{'machine_id': 2};{'machine_id': 2}
processing;8348.39;8352.88;;;{'job': 873};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;8351.98;8356.98;{'job': 877};{'job': 878};;{'job': 877};{'machine_id': 1};{'machine_id': 1};;
processing;8352.88;8361.75;;;{'job': 874};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;8356.98;8361.98;{'job': 878};{'job': 879};;{'job': 878};{'machine_id': 1};{'machine_id': 1};;
processing;8361.75;8367.36;;;{'job': 875};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;8361.98;8366.98;{'job': 879};{'job': 880};;{'job': 879};{'machine_id': 1};{'machine_id': 1};;
pre_processing;8366.98;8371.98;{'job': 880};{'job': 881};;{'job': 880};{'machine_id': 1};{'machine_id': 1};;
processing;8367.36;8373.6;;;{'job': 876};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;8371.98;8376.98;{'job': 881};{'job': 882};;{'job': 881};{'machine_id': 1};{'machine_id': 1};;
processing;8373.6;8385.27;;;{'job': 877};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;8376.98;8381.98;{'job': 882};{'job': 883};;{'job': 882};{'machine_id': 1};{'machine_id': 1};;
processing;8385.27;8387.31;;;{'job': 878};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;8385.27;8390.27;{'job': 883};{'job': 884};;{'job': 883};{'machine_id': 1};{'machine_id': 1};;
processing;8387.31;8397.79;;;{'job': 879};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;8390.27;8395.27;{'job': 884};{'job': 885};;{'job': 884};{'machine_id': 1};{'machine_id': 1};;
processing;8397.79;8450.87;;;{'job': 880};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;8397.79;8402.79;{'job': 885};{'job': 886};;{'job': 885};{'machine_id': 1};{'machine_id': 1};;
processing;8450.87;8459.81;;;{'job': 881};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;8450.87;8455.87;{'job': 886};{'job': 887};;{'job': 886};{'machine_id': 1};{'machine_id': 1};;
processing;8459.81;8479.04;;;{'job': 882};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;8459.81;8464.81;{'job': 887};{'job': 888};;{'job': 887};{'machine_id': 1};{'machine_id': 1};;
processing;8479.04;8488.66;;;{'job': 883};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;8479.04;8484.04;{'job': 888};{'job': 889};;{'job': 888};{'machine_id': 1};{'machine_id': 1};;
processing;8488.66;8490.42;;;{'job': 884};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;8488.66;8493.66;{'job': 889};{'job': 890};;{'job': 889};{'machine_id': 1};{'machine_id': 1};;
processing;8490.42;8511.06;;;{'job': 885};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;8493.66;8498.66;{'job': 890};{'job': 891};;{'job': 890};{'machine_id': 1};{'machine_id': 1};;
processing;8511.06;8511.96;;;{'job': 886};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;8511.06;8516.06;{'job': 891};{'job': 892};;{'job': 891};{'machine_id': 1};{'machine_id': 1};;
processing;8511.96;8525.8;;;{'job': 887};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;8516.06;8521.06;{'job': 892};{'job': 893};;{'job': 892};{'machine_id': 1};{'machine_id': 1};;
processing;8525.8;8535.34;;;{'job': 888};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;8525.8;8530.8;{'job': 893};{'job': 894};;{'job': 893};{'machine_id': 1};{'machine_id': 1};;
processing;8535.34;8549.5;;;{'job': 889};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;8535.34;8540.34;{'job': 894};{'job': 895};;{'job': 894};{'machine_id': 1};{'machine_id': 1};;
processing;8549.5;8562.65;;;{'job': 890};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;8549.5;8554.5;{'job': 895};{'job': 896};;{'job': 895};{'machine_id': 1};{'machine_id': 1};;
processing;8562.65;8569.35;;;{'job': 891};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;8562.65;8567.65;{'job': 896};{'job': 897};;{'job': 896};{'machine_id': 1};{'machine_id': 1};;
processing;8569.35;8574.91;;;{'job': 892};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;8569.35;8574.35;{'job': 897};{'job': 898};;{'job': 897};{'machine_id': 1};{'machine_id': 1};;
processing;8574.91;8575.98;;;{'job': 893};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;8574.91;8579.91;{'job': 898};{'job': 899};;{'job': 898};{'machine_id': 1};{'machine_id': 1};;
processing;8575.98;8601.56;;;{'job': 894};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;8579.91;8584.91;{'job': 899};{'job': 900};;{'job': 899};{'machine_id': 1};{'machine_id': 1};;
processing;8601.56;8613.91;;;{'job': 895};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;8601.56;8606.56;{'job': 900};{'job': 901};;{'job': 900};{'machine_id': 1};{'machine_id': 1};;
processing;8613.91;8613.98;;;{'job': 896};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;8613.91;8618.91;{'job': 901};{'job': 902};;{'job': 901};{'machine_id': 1};{'machine_id': 1};;
processing;8613.98;8636.02;;;{'job': 897};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;8618.91;8623.91;{'job': 902};{'job': 903};;{'job': 902};{'machine_id': 1};{'machine_id': 1};;
processing;8636.02;8641.25;;;{'job': 898};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;8636.02;8641.02;{'job': 903};{'job': 904};;{'job': 903};{'machine_id': 1};{'machine_id': 1};;
processing;8641.25;8651.3;;;{'job': 899};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;8641.25;8646.25;{'job': 904};{'job': 905};;{'job': 904};{'machine_id': 1};{'machine_id': 1};;
processing;8651.3;8655.64;;;{'job': 900};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;8651.3;8656.3;{'job': 905};{'job': 906};;{'job': 905};{'machine_id': 1};{'machine_id': 1};;
processing;8655.64;8665.94;;;{'job': 901};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;8656.3;8661.3;{'job': 906};{'job': 907};;{'job': 906};{'machine_id': 1};{'machine_id': 1};;
processing;8665.94;8666.99;;;{'job': 902};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;8665.94;8670.94;{'job': 907};{'job': 908};;{'job': 907};{'machine_id': 1};{'machine_id': 1};;
processing;8666.99;8685.0;;;{'job': 903};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;8670.94;8675.94;{'job': 908};{'job': 909};;{'job': 908};{'machine_id': 1};{'machine_id': 1};;
processing;8685.0;8690.66;;;{'job': 904};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;8685.0;8690.0;{'job': 909};{'job': 910};;{'job': 909};{'machine_id': 1};{'machine_id': 1};;
processing;8690.66;8703.42;;;{'job': 905};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;8690.66;8695.66;{'job': 910};{'job': 911};;{'job': 910};{'machine_id': 1};{'machine_id': 1};;
processing;8703.42;8722.1;;;{'job': 906};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;8703.42;8708.42;{'job': 911};{'job': 912};;{'job': 911};{'machine_id': 1};{'machine_id': 1};;
processing;8722.1;8722.24;;;{'job': 907};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;8722.1;8727.1;{'job': 912};{'job': 913};;{'job': 912};{'machine_id': 1};{'machine_id': 1};;
processing;8722.24;8729.59;;;{'job': 908};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;8727.1;8732.1;{'job': 913};{'job': 914};;{'job': 913};{'machine_id': 1};{'machine_id': 1};;
processing;8729.59;8755.46;;;{'job': 909};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;8732.1;8737.1;{'job': 914};{'job': 915};;{'job': 914};{'machine_id': 1};{'machine_id': 1};;
processing;8755.46;8776.3;;;{'job': 910};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;8755.46;8760.46;{'job': 915};{'job': 916};;{'job': 915};{'machine_id': 1};{'machine_id': 1};;
processing;8776.3;8778.99;;;{'job': 911};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;8776.3;8781.3;{'job': 916};{'job': 917};;{'job': 916};{'machine_id': 1};{'machine_id': 1};;
processing;8778.99;8787.11;;;{'job': 912};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;8781.3;8786.3;{'job': 917};{'job': 918};;{'job': 917};{'machine_id': 1};{'machine_id': 1};;
processing;8787.11;8794.88;;;{'job': 913};;;;{'machine_id': 2};{'machine_id': 2}
